"","rural_urban","favorite_count","retweet_count","official_private"
"871","Rural",0,0,"Official"
"872","Urban",0,2,"Official"
"873","Urban",3,1,"Official"
"874","Urban",0,1,"Official"
"875","Urban",0,0,"Official"
"876","Urban",0,2,"Official"
"877","Urban",0,0,"Official"
"878","Urban",1,1,"Official"
"879","Urban",1,0,"Official"
"880","Urban",2,1,"Official"
"881","Urban",0,0,"Official"
"882","Urban",0,0,"Official"
"883","Urban",0,0,"Official"
"884","Rural",0,0,"Official"
"885","Rural",0,0,"Official"
"886","Urban",1,1,"Official"
"887","Urban",0,1,"Official"
"888","Rural",1,0,"Official"
"889","Rural",1,0,"Official"
"890","Urban",0,0,"Official"
"891","Urban",0,0,"Official"
"892","Rural",0,0,"Official"
"893","Rural",0,0,"Official"
"894","Urban",0,1,"Official"
"895","Urban",0,0,"Official"
"896","Urban",0,0,"Official"
"897","Rural",0,0,"Official"
"898","Rural",0,0,"Official"
"899","Rural",0,0,"Official"
"900","Urban",0,1,"Official"
"901","Urban",0,1,"Official"
"902","Rural",0,0,"Official"
"903","Urban",0,0,"Official"
"904","Urban",4,0,"Official"
"905","Urban",0,0,"Official"
"906","Rural",0,0,"Official"
"907","Rural",0,0,"Official"
"908","Rural",0,0,"Official"
"909","Rural",0,0,"Official"
"910","Urban",1,2,"Official"
"911","Rural",0,0,"Official"
"912","Urban",0,5,"Official"
"913","Urban",0,0,"Official"
"914","Urban",0,2,"Official"
"915","Urban",1,1,"Official"
"916","Urban",0,0,"Official"
"917","Urban",1,0,"Official"
"918","Rural",0,0,"Official"
"919","Urban",0,0,"Official"
"920","Urban",0,0,"Official"
"921","Rural",0,0,"Official"
"922","Rural",0,0,"Official"
"923","Rural",0,0,"Official"
"924","Urban",0,0,"Official"
"925","Rural",0,0,"Official"
"926","Rural",0,0,"Official"
"927","Urban",0,0,"Official"
"928","Urban",0,0,"Official"
"929","Rural",0,0,"Official"
"930","Urban",0,0,"Official"
"931","Urban",0,1,"Official"
"932","Rural",0,0,"Official"
"933","Rural",0,0,"Official"
"934","Urban",0,1,"Official"
"935","Rural",0,0,"Official"
"936","Urban",0,1,"Official"
"937","Urban",0,0,"Official"
"938","Rural",0,0,"Official"
"939","Urban",0,0,"Official"
"940","Urban",1,0,"Official"
"941","Urban",0,0,"Official"
"942","Urban",0,0,"Official"
"943","Urban",0,0,"Official"
"944","Urban",1,0,"Official"
"945","Rural",0,0,"Official"
"946","Urban",0,0,"Official"
"947","Urban",0,0,"Official"
"948","Rural",0,0,"Official"
"949","Rural",0,0,"Official"
"950","Urban",0,0,"Official"
"951","Urban",0,0,"Official"
"952","Rural",0,0,"Official"
"953","Urban",1,0,"Official"
"954","Urban",0,0,"Official"
"955","Urban",0,0,"Official"
"956","Urban",0,0,"Official"
"957","Rural",0,0,"Official"
"958","Urban",1,1,"Official"
"959","Urban",0,0,"Official"
"960","Rural",0,0,"Official"
"961","Urban",2,1,"Official"
"962","Urban",0,2,"Official"
"963","Urban",0,0,"Official"
"964","Urban",0,0,"Official"
"965","Urban",0,1,"Official"
"966","Urban",0,0,"Official"
"967","Rural",0,0,"Official"
"968","Rural",0,0,"Official"
"969","Urban",0,0,"Official"
"970","Rural",0,0,"Official"
"971","Urban",0,1,"Official"
"972","Urban",0,0,"Official"
"973","Urban",0,0,"Official"
"974","Urban",0,0,"Official"
"975","Rural",0,0,"Official"
"976","Urban",0,0,"Official"
"977","Rural",0,0,"Official"
"978","Urban",0,0,"Official"
"979","Urban",0,0,"Official"
"980","Urban",0,4,"Official"
"981","Urban",0,0,"Official"
"982","Urban",0,3,"Official"
"983","Urban",0,0,"Official"
"984","Urban",0,1,"Official"
"985","Urban",0,0,"Official"
"986","Urban",0,2,"Official"
"987","Urban",0,0,"Official"
"988","Rural",0,0,"Official"
"989","Urban",0,2,"Official"
"990","Urban",2,4,"Official"
"991","Urban",0,0,"Official"
"992","Rural",0,0,"Official"
"993","Urban",0,0,"Official"
"994","Urban",1,0,"Official"
"995","Urban",0,0,"Official"
"996","Urban",0,1,"Official"
"997","Urban",0,0,"Official"
"998","Rural",0,0,"Official"
"999","Rural",0,0,"Official"
"1000","Urban",0,0,"Official"
"1001","Rural",0,0,"Official"
"1002","Urban",1,3,"Official"
"1003","Rural",0,0,"Official"
"1004","Rural",0,0,"Official"
"1005","Urban",1,2,"Official"
"1006","Urban",1,0,"Official"
"1007","Rural",0,0,"Official"
"1008","Rural",0,0,"Official"
"1009","Urban",1,2,"Official"
"1010","Rural",0,0,"Official"
"1011","Urban",1,2,"Official"
"1012","Urban",0,2,"Official"
"1013","Urban",0,0,"Official"
"1014","Urban",0,2,"Official"
"1015","Urban",0,2,"Official"
"1016","Urban",0,0,"Official"
"1017","Rural",0,0,"Official"
"1018","Rural",0,0,"Official"
"1019","Urban",0,1,"Official"
"1020","Urban",1,1,"Official"
"1021","Urban",0,0,"Official"
"1022","Rural",0,0,"Official"
"1023","Urban",0,0,"Official"
"1024","Rural",0,0,"Official"
"1025","Urban",0,0,"Official"
"1026","Urban",2,0,"Official"
"1027","Urban",0,0,"Official"
"1028","Rural",0,1,"Official"
"1029","Rural",0,0,"Official"
"1030","Urban",2,4,"Official"
"1031","Urban",0,2,"Official"
"1032","Rural",0,0,"Official"
"1033","Rural",0,0,"Official"
"1034","Urban",0,0,"Official"
"1035","Rural",0,0,"Official"
"1036","Urban",0,2,"Official"
"1037","Urban",0,2,"Official"
"1038","Urban",0,0,"Official"
"1039","Urban",0,0,"Official"
"1040","Urban",0,0,"Official"
"1041","Urban",0,1,"Official"
"1042","Rural",0,0,"Official"
"1043","Urban",0,0,"Official"
"1044","Urban",0,0,"Official"
"1045","Rural",1,1,"Official"
"1046","Rural",0,0,"Official"
"1047","Urban",0,0,"Official"
"1048","Urban",0,0,"Official"
"1049","Urban",0,2,"Official"
"1050","Urban",1,0,"Official"
"1051","Rural",0,0,"Official"
"1052","Urban",1,2,"Official"
"1053","Rural",0,0,"Official"
"1054","Rural",0,0,"Official"
"1055","Urban",0,1,"Official"
"1056","Urban",0,1,"Official"
"1057","Urban",0,0,"Official"
"1058","Rural",0,0,"Official"
"1059","Rural",0,0,"Official"
"1060","Urban",1,1,"Official"
"1061","Urban",0,0,"Official"
"1062","Rural",0,0,"Official"
"1063","Rural",0,0,"Official"
"1064","Urban",1,1,"Official"
"1065","Rural",0,0,"Official"
"1066","Urban",1,0,"Official"
"1067","Urban",0,1,"Official"
"1068","Urban",0,1,"Official"
"1069","Urban",0,1,"Official"
"1070","Rural",0,0,"Official"
"1071","Urban",1,0,"Official"
"1072","Urban",1,0,"Official"
"1073","Rural",0,0,"Official"
"1074","Urban",0,0,"Official"
"1075","Urban",0,0,"Official"
"1076","Urban",0,1,"Official"
"1077","Urban",0,2,"Official"
"1078","Urban",0,0,"Official"
"1079","Rural",0,0,"Official"
"1080","Urban",0,0,"Official"
"1081","Urban",0,0,"Official"
"1082","Rural",0,0,"Official"
"1083","Urban",1,1,"Official"
"1084","Rural",0,0,"Official"
"1085","Rural",0,0,"Official"
"1086","Urban",0,0,"Official"
"1087","Urban",1,3,"Official"
"1088","Urban",0,0,"Official"
"1089","Rural",0,0,"Official"
"1090","Urban",1,0,"Official"
"1091","Rural",0,0,"Official"
"1092","Urban",0,0,"Official"
"1093","Urban",1,0,"Official"
"1094","Urban",1,0,"Official"
"1095","Rural",0,0,"Official"
"1096","Urban",0,0,"Official"
"1097","Urban",1,1,"Official"
"1098","Urban",0,1,"Official"
"1099","Urban",1,1,"Official"
"1100","Urban",0,0,"Official"
"1101","Urban",0,0,"Official"
"1102","Urban",1,0,"Official"
"1103","Urban",0,0,"Official"
"1104","Urban",0,0,"Official"
"1105","Rural",0,0,"Official"
"1106","Urban",0,0,"Official"
"1107","Urban",1,1,"Official"
"1108","Rural",0,1,"Official"
"1109","Urban",1,2,"Official"
"1110","Urban",0,0,"Official"
"1111","Urban",0,0,"Official"
"1112","Urban",0,1,"Official"
"1113","Rural",0,0,"Official"
"1114","Urban",1,0,"Official"
"1115","Rural",0,0,"Official"
"1116","Urban",1,0,"Official"
"1117","Urban",0,1,"Official"
"1118","Rural",0,0,"Official"
"1119","Urban",0,1,"Official"
"1120","Urban",0,0,"Official"
"1121","Urban",0,1,"Official"
"1122","Urban",0,1,"Official"
"1123","Rural",0,0,"Official"
"1124","Rural",0,0,"Official"
"1125","Urban",0,0,"Official"
"1126","Rural",0,0,"Official"
"1127","Rural",0,0,"Official"
"1128","Urban",1,1,"Official"
"1129","Urban",0,1,"Official"
"1130","Urban",0,0,"Official"
"1131","Urban",1,0,"Official"
"1132","Urban",0,0,"Official"
"1133","Urban",2,3,"Official"
"1134","Urban",2,2,"Official"
"1135","Urban",0,1,"Official"
"1136","Urban",0,0,"Official"
"1137","Rural",0,0,"Official"
"1138","Urban",0,2,"Official"
"1139","Urban",1,1,"Official"
"1140","Urban",2,2,"Official"
"1141","Urban",0,2,"Official"
"1142","Urban",1,2,"Official"
"1143","Urban",1,0,"Official"
"1144","Urban",2,2,"Official"
"1145","Urban",0,1,"Official"
"1146","Urban",2,2,"Official"
"1147","Urban",4,1,"Official"
"1148","Urban",2,0,"Official"
"1149","Urban",3,2,"Official"
"1150","Urban",0,2,"Official"
"1151","Urban",2,0,"Official"
"1152","Urban",2,1,"Official"
"1153","Urban",0,2,"Official"
"1154","Urban",0,4,"Official"
"1155","Urban",0,0,"Official"
"1156","Urban",1,0,"Official"
"1157","Urban",5,0,"Official"
"1158","Urban",0,0,"Official"
"1159","Urban",1,1,"Official"
"1160","Urban",1,0,"Official"
"1161","Urban",0,1,"Official"
"1162","Rural",0,0,"Official"
"1163","Urban",2,1,"Official"
"1164","Rural",0,0,"Official"
"1165","Urban",0,1,"Official"
"1166","Urban",2,1,"Official"
"1167","Urban",5,2,"Official"
"1168","Urban",3,0,"Official"
"1169","Urban",6,1,"Official"
"1170","Urban",1,0,"Official"
"1171","Urban",1,2,"Official"
"1172","Rural",0,0,"Official"
"1173","Rural",0,0,"Official"
"1174","Rural",0,0,"Official"
"1175","Urban",1,4,"Official"
"1176","Urban",0,0,"Official"
"1177","Urban",1,0,"Official"
"1178","Urban",2,0,"Official"
"1179","Urban",0,1,"Official"
"1180","Rural",1,1,"Official"
"1181","Urban",0,1,"Official"
"1182","Urban",2,0,"Official"
"1183","Urban",0,1,"Official"
"1184","Urban",1,1,"Official"
"1185","Urban",0,1,"Official"
"1186","Urban",6,2,"Official"
"1187","Urban",2,0,"Official"
"1188","Urban",0,1,"Official"
"1189","Urban",2,0,"Official"
"1190","Urban",1,0,"Official"
"1191","Urban",6,3,"Official"
"1192","Urban",2,1,"Official"
"1193","Urban",2,4,"Official"
"1194","Urban",0,1,"Official"
"1195","Urban",1,1,"Official"
"1196","Urban",4,11,"Official"
"1197","Urban",1,1,"Official"
"1198","Urban",1,0,"Official"
"1199","Rural",1,3,"Official"
"1200","Urban",3,2,"Official"
"1201","Urban",1,4,"Official"
"1202","Urban",1,4,"Official"
"1203","Urban",4,6,"Official"
"1204","Urban",0,0,"Official"
"1205","Urban",0,0,"Official"
"1206","Urban",0,2,"Official"
"1207","Urban",2,3,"Official"
"1208","Urban",1,3,"Official"
"1209","Urban",0,3,"Official"
"1210","Rural",1,1,"Official"
"1211","Rural",0,0,"Official"
"1212","Urban",2,3,"Official"
"1213","Urban",0,2,"Official"
"1214","Urban",0,2,"Official"
"1215","Urban",1,1,"Official"
"1216","Rural",0,0,"Official"
"1217","Urban",4,2,"Official"
"1218","Urban",1,1,"Official"
"1219","Urban",1,0,"Official"
"1220","Urban",0,1,"Official"
"1221","Rural",0,0,"Official"
"1222","Urban",0,0,"Official"
"1223","Urban",2,1,"Official"
"1224","Urban",0,3,"Official"
"1225","Urban",3,4,"Official"
"1226","Urban",1,0,"Official"
"1227","Urban",1,1,"Official"
"1228","Urban",0,0,"Official"
"1229","Urban",0,3,"Official"
"1230","Urban",0,1,"Official"
"1231","Urban",0,1,"Official"
"1232","Urban",0,0,"Official"
"1233","Urban",0,3,"Official"
"1234","Urban",0,1,"Official"
"1235","Urban",2,4,"Official"
"1236","Urban",1,6,"Official"
"1237","Urban",1,1,"Official"
"1238","Urban",0,3,"Official"
"1239","Rural",0,1,"Official"
"1240","Urban",0,2,"Official"
"1241","Rural",0,0,"Official"
"1242","Urban",0,0,"Official"
"1243","Urban",0,3,"Official"
"1244","Urban",5,3,"Official"
"1245","Urban",0,2,"Official"
"1246","Rural",0,0,"Official"
"1247","Urban",0,1,"Official"
"1248","Urban",1,1,"Official"
"1249","Urban",0,0,"Official"
"1250","Urban",0,3,"Official"
"1251","Urban",2,6,"Official"
"1252","Urban",2,1,"Official"
"1253","Urban",0,3,"Official"
"1254","Urban",0,1,"Official"
"1255","Urban",0,0,"Official"
"1256","Urban",3,2,"Official"
"1257","Rural",0,0,"Official"
"1258","Urban",1,0,"Official"
"1259","Urban",0,1,"Official"
"1260","Urban",1,0,"Official"
"1261","Urban",0,2,"Official"
"1262","Urban",0,2,"Official"
"1263","Urban",0,4,"Official"
"1264","Urban",1,1,"Official"
"1265","Urban",1,2,"Official"
"1266","Urban",0,3,"Official"
"1267","Urban",1,4,"Official"
"1268","Urban",0,1,"Official"
"1269","Urban",1,0,"Official"
"1270","Rural",0,0,"Official"
"1271","Urban",0,0,"Official"
"1272","Urban",0,1,"Official"
"1273","Urban",0,1,"Official"
"1274","Rural",0,1,"Official"
"1275","Urban",0,1,"Official"
"1276","Urban",0,2,"Official"
"1277","Urban",0,3,"Official"
"1278","Urban",0,2,"Official"
"1279","Rural",1,1,"Official"
"1280","Urban",0,1,"Official"
"1281","Urban",0,1,"Official"
"1282","Urban",2,1,"Official"
"1283","Urban",0,2,"Official"
"1284","Rural",0,0,"Official"
"1285","Urban",1,6,"Official"
"1286","Urban",1,3,"Official"
"1287","Urban",1,4,"Official"
"1288","Urban",1,1,"Official"
"1289","Urban",0,0,"Official"
"1290","Urban",0,0,"Official"
"1291","Urban",1,0,"Official"
"1292","Urban",4,0,"Official"
"1293","Urban",0,0,"Official"
"1294","Rural",0,0,"Official"
"1295","Urban",0,0,"Official"
"1296","Urban",0,0,"Official"
"1297","Urban",1,0,"Official"
"1298","Urban",1,0,"Official"
"1299","Urban",0,0,"Official"
"1300","Urban",1,0,"Official"
"1301","Urban",1,0,"Official"
"1302","Rural",0,0,"Official"
"1303","Rural",0,0,"Official"
"1304","Urban",2,1,"Official"
"1305","Urban",0,0,"Official"
"1306","Urban",0,1,"Official"
"1307","Urban",0,0,"Official"
"1308","Urban",0,0,"Official"
"1309","Urban",0,0,"Official"
"1310","Urban",0,0,"Official"
"1311","Rural",0,0,"Official"
"1312","Urban",0,1,"Official"
"1313","Urban",1,0,"Official"
"1314","Urban",0,0,"Official"
"1315","Urban",0,0,"Official"
"1316","Urban",0,0,"Official"
"1317","Urban",0,0,"Official"
"1318","Urban",0,0,"Official"
"1319","Urban",2,0,"Official"
"1320","Urban",0,1,"Official"
"1321","Urban",0,1,"Official"
"1322","Urban",0,0,"Official"
"1323","Urban",0,0,"Official"
"1324","Urban",0,0,"Official"
"1325","Urban",1,0,"Official"
"1326","Urban",0,0,"Official"
"1327","Urban",1,0,"Official"
"1328","Urban",0,0,"Official"
"1329","Urban",0,0,"Official"
"1330","Urban",0,0,"Official"
"1331","Urban",1,0,"Official"
"1332","Urban",2,0,"Official"
"1333","Urban",4,0,"Official"
"1334","Urban",1,2,"Official"
"1335","Urban",1,2,"Official"
"1336","Urban",3,0,"Official"
"1337","Urban",1,1,"Official"
"1338","Urban",0,0,"Official"
"1339","Urban",3,1,"Official"
"1340","Urban",8,1,"Official"
"1341","Urban",5,1,"Official"
"1342","Urban",1,1,"Official"
"1343","Urban",0,0,"Official"
"1344","Urban",0,0,"Official"
"1345","Rural",0,0,"Official"
"1346","Urban",1,1,"Official"
"1347","Urban",0,0,"Official"
"1348","Urban",1,0,"Official"
"1349","Urban",0,0,"Official"
"1350","Rural",0,0,"Official"
"1351","Urban",0,0,"Official"
"1352","Rural",0,0,"Official"
"1353","Rural",0,0,"Official"
"1354","Urban",0,0,"Official"
"1355","Urban",0,0,"Official"
"1356","Urban",0,0,"Official"
"1357","Urban",3,0,"Official"
"1358","Urban",1,0,"Official"
"1359","Urban",0,0,"Official"
"1360","Urban",0,0,"Official"
"1361","Urban",1,1,"Official"
"1362","Urban",0,0,"Official"
"1363","Urban",0,0,"Official"
"1364","Urban",1,4,"Official"
"1365","Urban",0,2,"Official"
"1366","Urban",1,2,"Official"
"1367","Urban",2,4,"Official"
"1368","Urban",0,1,"Official"
"1369","Urban",1,2,"Official"
"1370","Urban",0,1,"Official"
"1371","Urban",1,0,"Official"
"1372","Urban",1,2,"Official"
"1373","Rural",0,0,"Official"
"1374","Urban",0,1,"Official"
"1375","Urban",0,0,"Official"
"1376","Urban",0,2,"Official"
"1377","Urban",3,6,"Official"
"1378","Urban",0,3,"Official"
"1379","Urban",2,0,"Official"
"1380","Rural",0,0,"Official"
"1381","Rural",0,2,"Official"
"1382","Rural",0,0,"Official"
"1383","Urban",5,1,"Official"
"1384","Urban",1,0,"Official"
"1385","Rural",0,2,"Official"
"1386","Urban",0,0,"Official"
"1387","Urban",2,0,"Official"
"1388","Urban",0,0,"Official"
"1389","Rural",0,0,"Official"
"1390","Urban",0,0,"Official"
"1391","Urban",1,1,"Official"
"1392","Urban",0,1,"Official"
"1393","Urban",7,6,"Official"
"1394","Urban",1,1,"Official"
"1395","Urban",2,0,"Official"
"1396","Urban",0,1,"Official"
"1397","Urban",0,1,"Official"
"1398","Rural",0,0,"Official"
"1399","Urban",0,0,"Official"
"1400","Urban",1,2,"Official"
"1401","Rural",0,0,"Official"
"1402","Urban",1,6,"Official"
"1403","Urban",1,1,"Official"
"1404","Urban",1,0,"Official"
"1405","Urban",0,1,"Official"
"1406","Urban",0,0,"Official"
"1407","Urban",1,0,"Official"
"1408","Urban",0,2,"Official"
"1409","Rural",0,0,"Official"
"1410","Urban",0,0,"Official"
"1411","Urban",1,2,"Official"
"1412","Urban",0,8,"Official"
"1413","Urban",0,3,"Official"
"1414","Rural",0,0,"Official"
"1415","Urban",1,0,"Official"
"1416","Rural",0,0,"Official"
"1417","Rural",0,0,"Official"
"1418","Urban",0,0,"Official"
"1419","Urban",0,0,"Official"
"1420","Urban",0,1,"Official"
"1421","Urban",0,0,"Official"
"1422","Urban",0,0,"Official"
"1423","Urban",0,0,"Official"
"1424","Urban",1,2,"Official"
"1425","Urban",0,0,"Official"
"1426","Urban",1,7,"Official"
"1427","Rural",0,0,"Official"
"1428","Urban",0,1,"Official"
"1429","Urban",0,0,"Official"
"1430","Urban",2,0,"Official"
"1431","Rural",0,0,"Official"
"1432","Rural",0,0,"Official"
"1433","Rural",0,0,"Official"
"1434","Urban",0,0,"Official"
"1435","Rural",0,0,"Official"
"1436","Urban",0,0,"Official"
"1437","Urban",0,0,"Official"
"1438","Urban",0,0,"Official"
"1439","Rural",0,0,"Official"
"1440","Urban",3,0,"Official"
"1441","Urban",1,0,"Official"
"1442","Urban",0,0,"Official"
"1443","Urban",0,0,"Official"
"1444","Rural",0,0,"Official"
"1445","Rural",0,0,"Official"
"1446","Rural",1,0,"Official"
"1447","Rural",1,0,"Official"
"1448","Rural",0,0,"Official"
"1449","Urban",0,1,"Official"
"1450","Urban",0,0,"Official"
"1451","Urban",0,1,"Official"
"1452","Urban",0,0,"Official"
"1453","Urban",1,2,"Official"
"1454","Urban",0,2,"Official"
"1455","Urban",0,1,"Official"
"1456","Urban",3,4,"Official"
"1457","Urban",3,5,"Official"
"1458","Urban",0,0,"Official"
"1459","Urban",2,3,"Official"
"1460","Rural",2,0,"Official"
"1461","Rural",1,0,"Official"
"1462","Urban",6,0,"Official"
"1463","Urban",12,3,"Official"
"1464","Urban",2,0,"Official"
"1465","Urban",0,2,"Official"
"1466","Urban",6,0,"Official"
"1467","Urban",2,1,"Official"
"1468","Urban",2,0,"Official"
"1469","Urban",3,0,"Official"
"1470","Urban",7,5,"Official"
"1471","Urban",4,3,"Official"
"1472","Urban",1,2,"Official"
"1473","Urban",0,0,"Official"
"1474","Urban",1,1,"Official"
"1475","Urban",0,0,"Official"
"1476","Urban",1,1,"Official"
"1477","Urban",3,1,"Official"
"1478","Urban",0,0,"Official"
"1479","Urban",0,0,"Official"
"1480","Urban",3,0,"Official"
"1481","Rural",0,0,"Official"
"1482","Urban",0,0,"Official"
"1483","Urban",1,0,"Official"
"1484","Rural",0,0,"Official"
"1485","Rural",0,0,"Official"
"1486","Urban",0,3,"Official"
"1487","Urban",1,0,"Official"
"1488","Urban",0,1,"Official"
"1489","Urban",0,0,"Official"
"1490","Urban",0,0,"Official"
"1491","Urban",0,1,"Official"
"1492","Urban",1,0,"Official"
"1493","Urban",1,1,"Official"
"1494","Urban",0,1,"Official"
"1495","Urban",0,0,"Official"
"1496","Urban",1,0,"Official"
"1497","Rural",0,1,"Official"
"1498","Urban",1,0,"Official"
"1499","Urban",1,0,"Official"
"1500","Urban",2,0,"Official"
"1501","Urban",1,0,"Official"
"1502","Urban",2,0,"Official"
"1503","Rural",1,0,"Official"
"1504","Urban",0,0,"Official"
"1505","Rural",1,0,"Official"
"1506","Urban",0,0,"Official"
"1507","Rural",0,0,"Official"
"1508","Urban",0,0,"Official"
"1509","Rural",0,0,"Official"
"1510","Rural",0,0,"Official"
"1511","Rural",0,0,"Official"
"1512","Rural",0,0,"Official"
"1513","Urban",0,0,"Official"
"1514","Rural",0,0,"Official"
"1515","Urban",0,0,"Official"
"1516","Urban",1,0,"Official"
"1517","Urban",1,0,"Official"
"1518","Rural",0,0,"Official"
"1519","Urban",0,0,"Official"
"1520","Rural",0,0,"Official"
"1521","Urban",0,0,"Official"
"1522","Urban",1,0,"Official"
"1523","Urban",4,0,"Official"
"1524","Urban",2,0,"Official"
"1525","Rural",0,0,"Official"
"1526","Urban",1,0,"Official"
"1527","Urban",0,0,"Official"
"1528","Urban",0,0,"Official"
"1529","Urban",3,0,"Official"
"1530","Urban",4,0,"Official"
"1531","Urban",0,0,"Official"
"1532","Urban",4,0,"Official"
"1533","Urban",0,0,"Official"
"1534","Urban",4,0,"Official"
"1535","Urban",15,2,"Official"
