"","lu_rail_dlr","recorded_date","committed_date_time","source","crime_desc","victim_gender","age","diff","age_n","victim_year_of_birth","historic","futurecrimes"
"9804","London Underground",2020-09-07,2020-09-07 08:00:00,"Non-emergency telephone call e.g. (101)","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-8H 0M 0S,NA,NA,0,0
"9805","London Underground",2020-09-07,2020-09-07 09:41:00,"Reported in person - Outside police station","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-9H -41M 0S,NA,NA,0,0
"9806","London Underground",2020-09-07,2020-09-07 23:39:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-23H -39M 0S,NA,NA,0,0
"9807","London Underground",2020-09-08,2020-09-07 09:30:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,14H 30M 0S,NA,NA,0,0
"9808","National Rail",2020-09-09,2020-09-08 07:22:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,16H 38M 0S,NA,NA,0,0
"9809","National Rail",2020-09-09,2020-09-08 18:59:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,5H 1M 0S,32,1988,0,0
"9810","London Underground",2020-09-09,2020-09-08 22:00:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)",NA,NA,2H 0M 0S,20,2000,0,0
"9811","London Underground",2020-09-09,2020-09-09 18:40:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-18H -40M 0S,NA,NA,0,0
"9812","London Underground",2020-09-10,2020-09-10 07:50:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-7H -50M 0S,NA,NA,0,0
"9813","British Transport Police",2020-09-11,2020-09-11 11:15:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-11H -15M 0S,NA,NA,0,0
"9814","London Underground",2020-09-11,2020-09-11 19:18:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-19H -18M 0S,NA,NA,0,0
"9815","Docklands Light Railways",2020-09-12,2020-09-12 07:45:00,"Police on-line reporting","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-7H -45M 0S,NA,NA,0,0
"9816","Docklands Light Railways",2020-09-12,2020-09-12 08:24:00,"Reported in person - Outside police station","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-8H -24M 0S,NA,NA,0,0
"9817","London Underground",2020-09-12,2020-09-12 11:47:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-11H -47M 0S,41,1979,0,0
"9818","London Underground",2020-09-13,2020-09-12 08:57:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,15H 3M 0S,29,1991,0,0
"9819","London Underground",2020-09-13,2020-09-13 13:50:00,NA,"E75  Voyeurism Additional Offences (Upskirting) (E75)","Female",NA,-13H -50M 0S,22,1998,0,0
"9820","London Underground",2020-09-13,2020-09-13 14:43:00,"Non-emergency telephone call e.g. (101)","E20  Sexual Assault On A Male Aged 13 And Over No Penetration (E20)","Male",NA,-14H -43M 0S,25,1995,0,0
"9821","London Underground",2020-09-14,2020-08-05 14:30:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,1m 8d 9H 30M 0S,31,1989,1,0
"9822","National Rail",2020-09-14,2020-09-13 00:20:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,23H 40M 0S,25,1995,0,0
"9823","London Underground",2020-09-14,2020-09-13 14:43:00,"Non-emergency telephone call e.g. (101)","E20  Sexual Assault On A Male Aged 13 And Over No Penetration (E20)","Male",NA,9H 17M 0S,45,1975,0,0
"9824","London Underground",2020-09-14,2020-09-13 14:43:00,"Non-emergency telephone call e.g. (101)","E20  Sexual Assault On A Male Aged 13 And Over No Penetration (E20)","Male",NA,9H 17M 0S,32,1988,0,0
"9825","London Underground",2020-09-14,2020-09-14 08:40:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-8H -40M 0S,18,2002,0,0
"9826","Docklands Light Railways",2020-09-15,2020-09-14 18:23:00,NA,"E75  Voyeurism Additional Offences (Upskirting) (E75)","Female",NA,5H 37M 0S,21,1999,0,0
"9827","National Rail",2020-09-15,2020-09-15 11:10:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-11H -10M 0S,NA,NA,0,0
"9828","National Rail",2020-09-16,2020-09-16 10:39:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Female",NA,-10H -39M 0S,33,1987,0,0
"9829","London Underground",2020-09-16,2020-09-16 13:00:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-13H 0M 0S,16,2004,0,0
"9830","London Underground",2020-09-16,2020-09-16 13:07:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-13H -7M 0S,NA,NA,0,0
"9831","London Underground",2020-09-16,2020-09-16 19:04:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-19H -4M 0S,33,1987,0,0
"9832","London Underground",2020-09-17,2020-08-21 01:00:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,26d 23H 0M 0S,21,1999,1,0
"9833","London Underground",2020-09-17,2020-09-16 06:43:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,17H 17M 0S,24,1996,0,0
"9834","London Underground",2020-09-17,2020-09-17 12:50:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Female",NA,-12H -50M 0S,22,1998,0,0
"9835","London Underground",2020-09-18,2020-09-19 00:36:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-1d 0H -36M 0S,27,1993,0,1
"9836","London Underground",2020-09-19,2020-09-12 01:00:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,6d 23H 0M 0S,23,1997,1,0
"9837","London Underground",2020-09-19,2020-09-18 18:50:00,NA,"E41  Exposure (E41)","Female",NA,5H 10M 0S,36,1984,0,0
"9838","London Underground",2020-09-19,2020-09-18 22:26:00,"Email to the police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,1H 34M 0S,NA,NA,0,0
"9839","London Underground",2020-09-19,2020-09-19 15:47:00,NA,"E41  Exposure (E41)","Female",NA,-15H -47M 0S,NA,NA,0,0
"9840","Docklands Light Railways",2020-09-19,2020-09-19 17:35:00,NA,"E41  Exposure (E41)","Male",NA,-17H -35M 0S,NA,NA,0,0
"9841","London Underground",2020-09-20,2020-09-19 21:00:00,"Email to the police","E75  Voyeurism Additional Offences (Upskirting) (E75)","Female",NA,3H 0M 0S,NA,NA,0,0
"9842","National Rail",2020-09-20,2020-09-19 23:59:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,1M 0S,NA,NA,0,0
"9843","National Rail",2020-09-20,2020-09-20 19:00:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-19H 0M 0S,15,2005,0,0
"9844","London Underground",2020-09-21,2020-09-19 16:40:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,1d 7H 20M 0S,NA,NA,1,0
"9845","London Underground",2020-09-21,2020-09-21 10:36:00,"Email to the police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-10H -36M 0S,NA,NA,0,0
"9846","London Underground",2020-09-22,2020-09-21 19:53:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,4H 7M 0S,35,1985,0,0
"9847","National Rail",2020-09-23,2020-09-23 11:57:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-11H -57M 0S,25,1995,0,0
"9848","London Underground",2020-09-24,2020-09-24 00:45:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-45M 0S,NA,NA,0,0
"9849","London Underground",2020-09-25,2020-09-25 13:40:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-13H -40M 0S,26,1994,0,0
"9850","National Rail",2020-09-25,2020-09-25 16:25:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-16H -25M 0S,16,2004,0,0
"9851","London Underground",2020-09-26,2020-09-26 15:13:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-15H -13M 0S,NA,NA,0,0
"9852","London Underground",2020-09-27,2020-09-26 23:19:00,NA,"E75  Voyeurism Additional Offences (Upskirting) (E75)","Female",NA,41M 0S,17,2003,0,0
"9853","London Underground",2020-09-27,2020-09-27 00:22:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-22M 0S,22,1998,0,0
"9854","National Rail",2020-09-27,2020-09-27 13:29:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-13H -29M 0S,16,2004,0,0
"9855","London Underground",2020-09-27,2020-09-27 13:50:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-13H -50M 0S,21,1999,0,0
"9856","National Rail",2020-09-28,2020-04-09 12:00:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,5m 18d 12H 0M 0S,23,1997,1,0
"9857","London Underground",2020-09-28,2020-09-27 14:00:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,10H 0M 0S,24,1996,0,0
"9858","London Underground",2020-09-28,2020-09-28 18:20:00,NA,"E75  Voyeurism Additional Offences (Upskirting) (E75)","Female",NA,-18H -20M 0S,19,2001,0,0
"9859","London Underground",2020-09-29,2020-09-28 19:50:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,4H 10M 0S,22,1998,0,0
"9860","National Rail",2020-09-29,2020-09-29 09:16:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-9H -16M 0S,NA,NA,0,0
"9861","National Rail",2020-09-29,2020-09-29 14:31:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-14H -31M 0S,NA,NA,0,0
"9862","London Underground",2020-09-30,2020-09-29 14:07:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,9H 53M 0S,26,1994,0,0
"9863","London Underground",2020-09-30,2020-09-29 21:07:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,2H 53M 0S,NA,NA,0,0
"9864","London Underground",2020-09-30,2020-09-30 16:00:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-16H 0M 0S,NA,NA,0,0
"9865","London Underground",2020-09-30,2020-09-30 19:20:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-19H -20M 0S,31,1989,0,0
"9866","London Underground",2020-10-01,2020-09-28 18:20:00,"Non-emergency telephone call e.g. (101)","E75  Voyeurism Additional Offences (Upskirting) (E75)","Female",NA,2d 5H 40M 0S,18,2002,1,0
"9867","London Underground",2020-10-01,2020-09-30 19:18:00,NA,"E41  Exposure (E41)","Female",NA,4H 42M 0S,31,1989,0,0
"9868","London Underground",2020-10-02,2020-10-01 22:30:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,1H 30M 0S,24,1996,0,0
"9869","London Underground",2020-10-03,2020-10-02 20:23:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,3H 37M 0S,18,2002,0,0
"9870","London Underground",2020-10-03,2020-10-03 09:22:00,NA,"E41  Exposure (E41)","Female",NA,-9H -22M 0S,23,1997,0,0
"9871","National Rail",2020-10-04,2020-10-03 22:00:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,2H 0M 0S,25,1995,0,0
"9872","National Rail",2020-10-05,2020-10-03 23:01:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,1d 0H 59M 0S,NA,NA,1,0
"9873","London Underground",2020-10-05,2020-10-04 15:50:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,8H 10M 0S,NA,NA,0,0
"9874","National Rail",2020-10-05,2020-10-04 16:58:00,"Non-emergency telephone call e.g. (101)","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,7H 2M 0S,NA,NA,0,0
"9875","National Rail",2020-10-05,2020-10-05 07:02:00,NA,"E41  Exposure (E41)","Female",NA,-7H -2M 0S,26,1994,0,0
"9876","National Rail",2020-10-06,2020-10-05 18:15:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,5H 45M 0S,27,1993,0,0
"9877","London Underground",2020-10-06,2020-10-06 16:33:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-16H -33M 0S,NA,NA,0,0
"9878","National Rail",2020-10-06,2020-10-06 20:14:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-20H -14M 0S,NA,NA,0,0
"9879","London Underground",2020-10-07,2020-09-23 16:40:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,13d 7H 20M 0S,14,2006,1,0
"9880","London Underground",2020-10-07,2020-10-06 13:05:00,"Police on-line reporting","E41  Exposure (E41)","Male",NA,10H 55M 0S,23,1997,0,0
"9881","London Underground",2020-10-07,2020-10-06 17:40:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Male",NA,6H 20M 0S,26,1994,0,0
"9882","London Underground",2020-10-07,2020-10-07 18:00:00,NA,"E22  Rape Of A Female Aged 16 And Over (E22)","Female",NA,-18H 0M 0S,21,1999,0,0
"9883","London Underground",2020-10-08,2020-10-07 15:45:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,8H 15M 0S,12,2008,0,0
"9884","London Underground",2020-10-09,2020-10-09 17:32:00,NA,"E41  Exposure (E41)","Male",NA,-17H -32M 0S,NA,NA,0,0
"9885","London Underground",2020-10-09,2020-10-09 18:25:00,"Emergency telephone call e.g. (999)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H -25M 0S,23,1997,0,0
"9886","National Rail",2020-10-10,2020-10-10 11:33:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-11H -33M 0S,16,2004,0,0
"9887","London Underground",2020-10-12,2020-10-07 22:35:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,4d 1H 25M 0S,NA,NA,1,0
"9888","National Rail",2020-10-12,2020-10-11 19:09:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,4H 51M 0S,23,1997,0,0
"9889","London Underground",2020-10-12,2020-10-12 15:26:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-15H -26M 0S,NA,NA,0,0
"9890","National Rail",2020-10-12,2020-10-12 17:58:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-17H -58M 0S,NA,NA,0,0
"9891","National Rail",2020-10-12,2020-10-12 18:38:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-18H -38M 0S,NA,NA,0,0
"9892","Docklands Light Railways",2020-10-14,2020-10-14 20:00:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-20H 0M 0S,NA,NA,0,0
"9893","National Rail",2020-10-14,2020-10-14 20:46:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-20H -46M 0S,NA,NA,0,0
"9894","National Rail",2020-10-15,2020-10-12 13:40:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,2d 10H 20M 0S,16,2004,1,0
"9895","National Rail",2020-10-17,2020-10-17 01:08:00,"Non-emergency telephone call e.g. (101)","E41  Exposure (E41)","Male",NA,-1H -8M 0S,25,1995,0,0
"9896","Docklands Light Railways",2020-10-17,2020-10-17 06:38:00,NA,"E41  Exposure (E41)","Female",NA,-6H -38M 0S,62,1958,0,0
"9897","London Underground",2020-10-17,2020-10-17 22:10:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-22H -10M 0S,NA,NA,0,0
"9898","London Underground",2020-10-18,2020-10-18 14:00:00,NA,"E41  Exposure (E41)","Female",NA,-14H 0M 0S,32,1988,0,0
"9899","National Rail",2020-10-18,2020-10-18 22:10:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-22H -10M 0S,NA,NA,0,0
"9900","National Rail",2020-10-19,2020-10-19 07:35:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-7H -35M 0S,26,1994,0,0
"9901","National Rail",2020-10-20,2020-10-20 14:36:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-14H -36M 0S,19,2001,0,0
"9902","London Underground",2020-10-20,2020-10-20 16:50:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-16H -50M 0S,17,2003,0,0
"9903","London Underground",2020-10-21,2020-10-20 18:30:00,NA,"E41  Exposure (E41)","Female",NA,5H 30M 0S,44,1976,0,0
"9904","London Underground",2020-10-21,2020-10-20 21:00:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,3H 0M 0S,37,1983,0,0
"9905","London Underground",2020-10-21,2020-10-20 22:50:00,"Email to the police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,1H 10M 0S,NA,NA,0,0
"9906","London Underground",2020-10-22,2020-10-22 09:40:00,NA,"E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-9H -40M 0S,NA,NA,0,0
